transaction_id,datetime,store_id,product_id,quantity,unit_price,payment_type
T3-418,2025-08-22T17:56:28,S010,P0086,4,24.49,online
T3-419,2025-08-22T20:41:30,S007,P0031,4,146.17,card
T3-420,2025-08-22T19:06:14,S009,P0044,3,69.24,cash
T3-421,2025-08-22T17:44:08,S008,P0053,4,89.58,online
T3-422,2025-08-22T15:54:11,S005,P0078,1,56.08,card
T3-423,2025-08-22T09:30:07,S008,P0084,3,93.58,online
T3-424,2025-08-22T10:21:42,S004,P0126,3,118.82,cash
T3-425,2025-08-22T11:24:40,S007,P0143,2,73.62,cash
T3-426,2025-08-22T13:59:19,S006,P0031,4,167.02,cash
T3-427,2025-08-22T15:23:14,S009,P0126,5,189.37,card
T3-428,2025-08-22T14:34:14,S001,P0088,5,155.75,card
T3-429,2025-08-22T15:08:55,S006,P0095,4,161.96,online
T3-430,2025-08-22T10:36:17,S010,P0101,5,43.89,cash
T3-431,2025-08-22T17:24:40,S001,P0182,2,103.3,online
T3-432,2025-08-22T09:24:51,S001,P0084,3,27.3,online
T3-433,2025-08-22T09:31:59,S009,P0047,2,194.56,online
T3-434,2025-08-22T10:04:54,S005,P0125,1,37.34,cash
T3-435,2025-08-22T11:30:29,S010,P0057,5,94.49,online
T3-436,2025-08-22T10:15:34,S006,P0148,1,113.25,cash
T3-437,2025-08-22T12:50:29,S006,P0058,3,72.26,card
T3-438,2025-08-22T17:51:04,S005,P0173,4,110.72,online
T3-439,2025-08-22T10:18:56,S005,P0027,2,94.32,online
T3-440,2025-08-22T12:44:26,S010,P0130,1,70.3,card
T3-441,2025-08-22T19:32:52,S010,P0100,1,39.41,cash
T3-442,2025-08-22T16:41:26,S006,P0046,5,190.28,cash
T3-443,2025-08-22T14:58:31,S008,P0065,2,157.23,cash
T3-444,2025-08-22T10:45:23,S007,P0081,5,38.59,card
T3-445,2025-08-22T19:35:21,S005,P0130,3,188.34,online
T3-446,2025-08-22T20:45:32,S003,P0014,2,8.34,cash
T3-447,2025-08-22T19:10:49,S005,P0026,2,128.12,cash
T3-448,2025-08-22T18:06:50,S005,P0109,4,157.31,cash
T3-449,2025-08-22T16:12:03,S007,P0066,5,87.21,online
T3-450,2025-08-22T10:41:53,S002,P0030,3,193.13,card
T3-451,2025-08-22T11:59:59,S007,P0188,4,22.46,card
T3-452,2025-08-22T20:05:38,S002,P0143,3,145.7,online
T3-453,2025-08-22T14:43:07,S009,P0162,5,114.91,online
T3-454,2025-08-22T11:36:40,S004,P0073,3,57.68,card
T3-455,2025-08-22T11:56:48,S004,P0072,2,97.17,card
T3-456,2025-08-22T12:38:46,S003,P0148,5,66.54,cash
T3-457,2025-08-22T17:00:37,S004,P0016,4,62.77,cash
T3-458,2025-08-22T13:50:27,S008,P0024,5,50.83,cash
T3-459,2025-08-22T20:28:12,S008,P0089,2,191.62,cash
T3-460,2025-08-22T20:02:20,S007,P0019,5,96.99,cash
T3-461,2025-08-22T17:00:40,S002,P0010,4,12.84,cash
T3-462,2025-08-22T11:00:59,S002,P0111,4,11.87,card
T3-463,2025-08-22T11:45:27,S003,P0076,3,39.36,card
T3-464,2025-08-22T14:07:03,S006,P0153,3,52.69,card
T3-465,2025-08-22T15:17:28,S008,P0067,4,170.62,card
T3-466,2025-08-22T14:19:12,S010,P0032,2,145.65,card
T3-467,2025-08-22T09:23:01,S008,P0093,4,134.01,online
T3-468,2025-08-22T13:13:26,S010,P0107,4,13.05,cash
T3-469,2025-08-22T13:00:51,S006,P0134,1,9.6,cash
T3-470,2025-08-22T12:20:26,S003,P0001,2,164.38,online
T3-471,2025-08-22T09:44:29,S009,P0068,1,92.41,card
T3-472,2025-08-22T14:24:17,S009,P0078,1,119.0,card
T3-473,2025-08-22T09:27:56,S004,P0033,2,178.41,card
T3-474,2025-08-22T19:30:27,S008,P0164,2,164.68,card
T3-475,2025-08-22T17:57:26,S001,P0163,5,55.73,cash
T3-476,2025-08-22T09:19:25,S003,P0022,5,19.45,cash
T3-477,2025-08-22T17:13:05,S006,P0181,5,86.2,online
T3-478,2025-08-22T14:56:58,S002,P0094,2,106.48,cash
T3-479,2025-08-22T09:04:15,S004,P0033,2,86.08,card
T3-480,2025-08-22T17:32:21,S002,P0193,3,131.69,card
T3-481,2025-08-22T17:08:52,S002,P0189,2,182.13,card
T3-482,2025-08-22T19:39:23,S010,P0126,1,76.09,online
T3-483,2025-08-22T13:17:05,S010,P0081,4,42.49,cash
T3-484,2025-08-22T16:00:59,S002,P0039,2,110.85,card
T3-485,2025-08-22T17:23:53,S002,P0030,3,59.26,cash
T3-486,2025-08-22T11:18:57,S002,P0188,3,58.27,online
T3-487,2025-08-22T12:07:38,S005,P0065,5,13.55,online
T3-488,2025-08-22T20:47:08,S006,P0028,4,185.68,cash
T3-489,2025-08-22T16:11:54,S010,P0034,4,100.47,cash
T3-490,2025-08-22T20:43:19,S001,P0061,5,56.39,online
T3-491,2025-08-22T10:08:44,S004,P0136,4,151.52,card
T3-492,2025-08-22T19:20:16,S008,P0187,1,1.05,online
T3-493,2025-08-22T18:08:29,S008,P0002,5,72.12,card
T3-494,2025-08-22T11:33:47,S007,P0025,5,141.67,cash
T3-495,2025-08-22T18:28:51,S003,P0148,1,80.21,cash
T3-496,2025-08-22T15:48:13,S009,P0012,4,66.49,online
T3-497,2025-08-22T18:55:29,S003,P0059,2,76.42,cash
T3-498,2025-08-22T14:22:11,S010,P0029,1,19.63,cash
T3-499,2025-08-22T19:41:23,S010,P0111,1,82.72,cash
T3-500,2025-08-22T12:11:17,S010,P0124,1,53.43,online
T3-501,2025-08-22T18:55:27,S005,P0004,4,136.52,online
T3-502,2025-08-22T16:27:33,S001,P0014,3,58.48,card
T3-503,2025-08-22T14:09:13,S005,P0149,2,19.59,online
T3-504,2025-08-22T15:01:23,S009,P0190,4,26.99,card
T3-505,2025-08-22T12:22:45,S008,P0172,2,156.92,cash
T3-506,2025-08-22T14:48:26,S004,P0088,1,150.47,cash
T3-507,2025-08-22T14:46:09,S008,P0072,4,135.49,cash
T3-508,2025-08-22T19:50:48,S001,P0028,1,56.36,cash
T3-509,2025-08-22T14:35:26,S008,P0002,3,19.22,card
T3-510,2025-08-22T19:42:54,S006,P0114,3,41.58,card
T3-511,2025-08-22T19:15:32,S005,P0038,4,138.35,cash
T3-512,2025-08-22T19:27:40,S003,P0127,5,179.83,online
T3-513,2025-08-22T09:26:55,S002,P0157,5,82.29,online
T3-514,2025-08-22T11:41:59,S008,P0165,3,8.47,cash
T3-515,2025-08-22T11:12:47,S001,P0028,3,24.63,cash
T3-516,2025-08-22T13:19:39,S003,P0016,3,137.69,cash
T3-517,2025-08-22T09:23:13,S006,P0025,5,52.75,cash
T3-518,2025-08-22T19:50:46,S007,P0173,1,40.09,cash
T3-519,2025-08-22T11:01:42,S005,P0072,1,29.44,online
T3-520,2025-08-22T15:15:04,S007,P0054,5,98.02,cash
T3-521,2025-08-22T09:20:28,S006,P0042,1,146.65,cash
T3-522,2025-08-22T20:24:39,S003,P0149,3,62.14,online
T3-523,2025-08-22T13:14:08,S006,P0141,2,60.91,card
T3-524,2025-08-22T11:41:02,S002,P0149,1,138.67,card
T3-525,2025-08-22T18:06:00,S006,P0129,1,32.22,online
T3-526,2025-08-22T20:00:22,S001,P0178,3,103.41,online
T3-527,2025-08-22T18:37:53,S006,P0174,5,137.15,online
T3-528,2025-08-22T09:21:51,S002,P0135,2,104.5,card
T3-529,2025-08-22T19:36:37,S010,P0142,5,111.29,online
T3-530,2025-08-22T15:21:50,S001,P0024,5,37.55,card
T3-531,2025-08-22T09:57:55,S001,P0051,4,35.34,online
T3-532,2025-08-22T19:22:06,S002,P0022,5,67.95,online
T3-533,2025-08-22T15:26:12,S007,P0073,4,82.21,cash
T3-534,2025-08-22T20:11:58,S006,P0156,3,198.32,online
T3-535,2025-08-22T20:39:01,S001,P0040,5,49.88,cash
T3-536,2025-08-22T11:56:38,S007,P0089,2,146.43,card
T3-537,2025-08-22T18:15:29,S003,P0022,2,30.89,cash
T3-538,2025-08-22T14:22:56,S002,P0006,1,106.04,card
T3-539,2025-08-22T10:48:03,S008,P0148,5,171.3,online
T3-540,2025-08-22T19:46:18,S004,P0016,3,105.94,online
T3-541,2025-08-22T15:52:12,S009,P0095,2,89.19,card
T3-542,2025-08-22T13:58:51,S003,P0085,1,162.67,online
T3-543,2025-08-22T15:56:02,S002,P0090,2,144.11,online
T3-544,2025-08-22T18:30:39,S004,P0107,2,2.81,online
T3-545,2025-08-22T09:58:33,S005,P0087,1,148.42,online
T3-546,2025-08-22T20:23:48,S005,P0075,1,120.06,cash
T3-547,2025-08-22T17:15:53,S010,P0182,2,92.96,online
T3-548,2025-08-22T20:57:55,S004,P0063,5,165.06,cash
T3-549,2025-08-22T20:41:30,S002,P0123,1,45.43,card
T3-550,2025-08-22T20:43:19,S005,P0149,4,26.29,card
T3-551,2025-08-22T15:08:13,S009,P0132,3,135.66,cash
T3-552,2025-08-22T10:18:45,S003,P0187,2,174.44,online
T3-553,2025-08-22T12:48:09,S002,P0168,3,109.65,cash
T3-554,2025-08-22T09:47:54,S007,P0188,4,60.35,card
T3-555,2025-08-22T13:22:29,S008,P0058,4,95.07,card
T3-556,2025-08-22T20:27:35,S007,P0190,4,51.14,card
T3-557,2025-08-22T12:48:59,S004,P0021,2,118.87,online
T3-558,2025-08-22T17:52:51,S007,P0080,1,186.17,card
T3-559,2025-08-22T19:54:01,S006,P0102,2,76.66,online
T3-560,2025-08-22T10:31:41,S002,P0192,3,195.24,online
T3-561,2025-08-22T15:37:39,S003,P0034,2,136.8,card
T3-562,2025-08-22T16:51:46,S008,P0052,5,76.71,cash
T3-563,2025-08-22T09:33:12,S004,P0094,4,180.81,card
T3-564,2025-08-22T12:52:39,S008,P0154,3,41.19,online
T3-565,2025-08-22T09:54:30,S004,P0005,5,126.1,card
T3-566,2025-08-22T13:28:16,S005,P0097,5,22.15,card
T3-567,2025-08-22T16:06:17,S005,P0161,5,138.83,online
T3-568,2025-08-22T20:03:38,S002,P0189,4,21.62,cash
T3-569,2025-08-22T09:32:23,S007,P0068,1,105.58,cash
T3-570,2025-08-22T15:42:22,S010,P0132,2,125.81,card
T3-571,2025-08-22T10:19:03,S002,P0200,1,32.76,online
T3-572,2025-08-22T15:20:26,S005,P0084,3,155.1,cash
T3-573,2025-08-22T19:10:10,S001,P0017,4,199.17,card
T3-574,2025-08-22T18:11:16,S004,P0135,5,176.48,cash
T3-575,2025-08-22T18:48:34,S001,P0008,4,13.37,online
T3-576,2025-08-22T19:54:46,S002,P0068,3,145.62,card
T3-577,2025-08-22T15:22:27,S001,P0117,4,116.54,cash
T3-578,2025-08-22T16:35:43,S002,P0105,5,44.75,card
T3-579,2025-08-22T13:12:45,S002,P0138,2,12.12,cash
T3-580,2025-08-22T10:01:41,S005,P0184,5,140.99,card
T3-581,2025-08-22T18:22:39,S003,P0070,3,32.34,cash
T3-582,2025-08-22T19:00:45,S009,P0082,4,21.13,online
T3-583,2025-08-22T18:46:33,S007,P0093,5,166.13,card
T3-584,2025-08-22T09:11:33,S008,P0165,4,108.99,card
T3-585,2025-08-22T14:45:28,S002,P0028,3,108.48,card
T3-586,2025-08-22T13:39:41,S002,P0066,5,158.21,cash
T3-587,2025-08-22T10:05:18,S007,P0058,4,14.72,online
T3-588,2025-08-22T12:34:21,S006,P0149,4,28.45,online
T3-589,2025-08-22T09:08:31,S005,P0036,4,102.95,online
T3-590,2025-08-22T11:31:30,S002,P0059,3,191.18,cash
T3-591,2025-08-22T18:58:52,S008,P0067,4,27.75,cash
T3-592,2025-08-22T12:14:09,S004,P0064,4,54.95,cash
T3-593,2025-08-22T12:16:40,S008,P0057,1,35.97,online
T3-594,2025-08-22T17:03:06,S006,P0078,4,131.4,online
T3-595,2025-08-22T15:57:54,S003,P0045,2,13.52,card
T3-596,2025-08-22T10:29:50,S005,P0166,2,104.26,online
T3-597,2025-08-22T15:32:49,S001,P0085,5,121.37,online
T3-598,2025-08-22T12:12:38,S007,P0168,4,22.1,online
T3-599,2025-08-22T17:42:45,S009,P0155,2,9.98,online
T3-600,2025-08-22T13:16:14,S003,P0093,4,119.35,cash
T3-601,2025-08-22T19:25:54,S006,P0111,4,144.18,card
T3-602,2025-08-22T16:22:53,S001,P0088,3,86.56,cash
T3-603,2025-08-22T12:02:39,S010,P0013,2,14.03,cash
T3-604,2025-08-22T14:20:26,S004,P0021,5,98.68,card
T3-605,2025-08-22T18:12:42,S007,P0090,5,136.97,card
T3-606,2025-08-22T12:02:51,S008,P0042,5,96.29,card
T3-607,2025-08-22T10:32:41,S005,P0045,3,73.88,online
T3-608,2025-08-22T20:54:41,S007,P0028,2,43.96,cash
T3-609,2025-08-22T15:10:31,S002,P0175,2,124.03,online
T3-610,2025-08-22T10:21:02,S003,P0157,1,37.01,card
T3-611,2025-08-22T14:55:41,S006,P0174,2,29.46,cash
T3-612,2025-08-22T18:01:11,S001,P0143,5,60.69,online
T3-613,2025-08-22T19:20:00,S010,P0151,2,102.37,card
T3-614,2025-08-22T11:50:45,S001,P0055,5,31.43,cash
T3-615,2025-08-22T18:49:16,S009,P0096,5,139.87,online
T3-616,2025-08-22T09:30:13,S008,P0190,3,118.48,cash
T3-617,2025-08-22T13:23:32,S004,P0032,4,190.55,cash
T3-618,2025-08-22T13:37:56,S005,P0026,1,124.41,online
T3-619,2025-08-22T11:23:13,S010,P0017,5,94.44,online
T3-620,2025-08-22T20:07:21,S007,P0093,5,192.05,card
T3-621,2025-08-22T15:47:01,S001,P0136,3,126.65,card
T3-622,2025-08-22T12:22:16,S005,P0063,3,109.4,cash
T3-623,2025-08-22T11:58:55,S004,P0190,5,130.27,cash
T3-624,2025-08-22T20:37:11,S007,P0172,5,123.99,cash
T3-625,2025-08-22T15:09:31,S009,P0076,3,78.9,card
T3-626,2025-08-22T11:53:48,S009,P0117,5,79.75,online
T3-627,2025-08-22T09:30:57,S004,P0143,4,136.24,card
T3-628,2025-08-22T12:30:00,S007,P0090,1,18.54,card
T3-629,2025-08-22T20:09:24,S006,P0017,1,144.86,online
T3-630,2025-08-22T15:05:27,S006,P0162,1,149.26,online
T3-631,2025-08-22T20:34:50,S006,P0002,3,188.92,cash
T3-632,2025-08-22T17:00:44,S007,P0113,1,47.65,card
T3-633,2025-08-22T15:29:15,S006,P0185,1,33.52,cash
T3-634,2025-08-22T14:38:03,S003,P0113,2,78.0,card
T3-635,2025-08-22T16:06:06,S009,P0180,5,82.4,card
T3-636,2025-08-22T11:39:30,S010,P0117,1,2.4,online
T3-637,2025-08-22T18:47:44,S010,P0195,3,50.27,cash
T3-638,2025-08-22T13:56:45,S001,P0061,1,101.24,cash
T3-639,2025-08-22T15:24:48,S004,P0165,1,64.45,cash
T3-640,2025-08-22T14:45:18,S002,P0084,2,11.68,online
T3-641,2025-08-22T20:46:37,S005,P0015,2,87.3,online
T3-642,2025-08-22T16:02:04,S002,P0133,3,2.77,cash
T3-643,2025-08-22T10:39:55,S010,P0069,2,46.6,online
T3-644,2025-08-22T17:21:57,S005,P0182,2,61.23,online
T3-645,2025-08-22T13:15:09,S003,P0076,3,21.76,cash
T3-646,2025-08-22T10:41:08,S008,P0074,5,11.78,card
T3-647,2025-08-22T11:32:34,S007,P0020,4,28.12,online
T3-648,2025-08-22T17:17:07,S009,P0001,3,90.92,card
T3-649,2025-08-22T09:14:21,S004,P0043,2,130.6,card
T3-650,2025-08-22T15:03:54,S010,P0153,3,170.08,card
T3-651,2025-08-22T20:48:35,S005,P0164,4,181.98,card
T3-652,2025-08-22T19:37:20,S008,P0196,3,5.81,online
T3-653,2025-08-22T18:47:12,S009,P0057,5,68.59,online
T3-654,2025-08-22T17:29:30,S002,P0062,3,23.74,card
T3-655,2025-08-22T10:36:35,S007,P0068,4,107.22,cash
T3-656,2025-08-22T20:58:20,S002,P0192,1,72.31,online
T3-657,2025-08-22T15:24:09,S004,P0084,3,177.02,card
T3-658,2025-08-22T09:51:26,S007,P0093,5,42.52,online
T3-659,2025-08-22T13:03:52,S004,P0071,4,75.0,card
T3-660,2025-08-22T20:32:46,S009,P0106,5,173.23,card
T3-661,2025-08-22T14:20:11,S002,P0174,5,40.73,online
T3-662,2025-08-22T12:43:24,S001,P0015,5,37.63,online
T3-663,2025-08-22T14:09:15,S006,P0159,4,59.43,cash
T3-664,2025-08-22T09:09:37,S007,P0148,5,74.63,online
T3-665,2025-08-22T19:22:20,S002,P0049,2,106.64,online
T3-666,2025-08-22T12:27:59,S001,P0174,3,76.12,card
T3-667,2025-08-22T15:30:35,S007,P0151,1,6.31,cash
T3-668,2025-08-22T18:29:34,S005,P0030,2,162.55,cash
T3-669,2025-08-22T16:43:13,S002,P0157,3,53.57,online
T3-670,2025-08-22T16:26:56,S005,P0195,3,119.77,card
T3-671,2025-08-22T17:51:20,S006,P0012,2,93.59,card
T3-672,2025-08-22T20:46:39,S007,P0055,5,16.33,card
T3-673,2025-08-22T19:49:19,S006,P0023,5,147.87,card
T3-674,2025-08-22T11:41:10,S009,P0089,5,76.95,cash
T3-675,2025-08-22T18:29:28,S005,P0153,4,99.56,cash
T3-676,2025-08-22T15:52:31,S009,P0068,5,103.22,online
T3-677,2025-08-22T14:10:08,S005,P0148,3,154.18,cash
T3-678,2025-08-22T10:50:38,S010,P0023,1,19.62,card
T3-679,2025-08-22T09:52:49,S007,P0170,2,34.08,card
T3-680,2025-08-22T11:41:00,S008,P0138,4,131.43,online
T3-681,2025-08-22T18:45:43,S008,P0146,3,166.41,cash
T3-682,2025-08-22T13:14:41,S001,P0164,1,70.77,card
T3-683,2025-08-22T13:33:52,S008,P0178,3,72.3,online
T3-684,2025-08-22T11:55:54,S009,P0179,3,58.31,cash
T3-685,2025-08-22T19:48:17,S010,P0194,3,91.21,online
T3-686,2025-08-22T15:54:16,S001,P0086,1,107.06,online
T3-687,2025-08-22T11:56:05,S005,P0094,5,43.33,cash
T3-688,2025-08-22T16:54:45,S002,P0119,5,99.32,cash
T3-689,2025-08-22T20:46:28,S002,P0076,3,193.12,cash
T3-690,2025-08-22T15:54:42,S005,P0018,4,69.65,card
T3-691,2025-08-22T19:50:21,S008,P0132,4,22.74,cash
T3-692,2025-08-22T19:29:34,S010,P0079,3,77.9,card
T3-693,2025-08-22T12:20:08,S002,P0164,2,197.61,cash
T3-694,2025-08-22T19:40:43,S009,P0040,2,106.97,cash
T3-695,2025-08-22T13:48:50,S001,P0016,2,179.47,card
T3-696,2025-08-22T19:31:16,S004,P0099,1,74.0,online
T3-697,2025-08-22T16:02:26,S008,P0059,4,19.45,card
T3-698,2025-08-22T18:19:44,S006,P0124,2,186.64,online
T3-699,2025-08-22T11:28:37,S010,P0100,1,185.68,card
T3-700,2025-08-22T14:17:41,S004,P0083,5,199.86,card
T3-701,2025-08-22T19:44:22,S009,P0054,1,31.33,online
T3-702,2025-08-22T19:57:51,S002,P0106,4,61.45,online
T3-703,2025-08-22T11:16:19,S002,P0144,5,37.75,online
T3-704,2025-08-22T10:28:03,S001,P0098,2,76.06,online
T3-705,2025-08-22T15:36:39,S008,P0024,1,70.88,online
T3-706,2025-08-22T20:26:46,S004,P0023,3,77.3,card
T3-707,2025-08-22T18:54:29,S005,P0156,4,39.1,card
T3-708,2025-08-22T15:32:30,S007,P0062,1,94.85,card
T3-709,2025-08-22T10:13:39,S002,P0168,5,73.79,card
T3-710,2025-08-22T13:36:33,S009,P0055,2,117.61,online
T3-711,2025-08-22T15:04:31,S005,P0153,5,76.41,cash
T3-712,2025-08-22T09:38:15,S006,P0082,1,69.02,card
T3-713,2025-08-22T17:40:35,S007,P0017,1,102.33,cash
T3-714,2025-08-22T20:34:46,S007,P0097,3,97.56,card
T3-715,2025-08-22T20:21:57,S008,P0178,5,177.75,card
T3-716,2025-08-22T15:05:00,S009,P0179,2,142.48,card
T3-717,2025-08-22T16:04:43,S005,P0052,3,102.73,cash
T3-718,2025-08-22T09:58:25,S003,P0114,1,101.2,cash
T3-719,2025-08-22T20:51:44,S009,P0140,4,23.91,cash
T3-720,2025-08-22T11:42:26,S006,P0083,5,151.42,cash
T3-721,2025-08-22T19:10:39,S006,P0151,2,47.99,online
T3-722,2025-08-22T15:04:24,S005,P0015,1,107.87,cash
T3-723,2025-08-22T16:49:26,S007,P0059,4,68.8,online
T3-724,2025-08-22T15:33:20,S007,P0042,1,85.41,online
T3-725,2025-08-22T12:33:00,S002,P0001,2,84.73,cash
T3-726,2025-08-22T19:14:05,S007,P0103,1,1.91,card
T3-727,2025-08-22T11:55:24,S004,P0174,1,132.98,online
T3-728,2025-08-22T10:02:24,S004,P0114,5,143.96,cash
T3-729,2025-08-22T19:09:39,S005,P0144,3,154.26,card
T3-730,2025-08-22T09:01:36,S009,P0012,2,88.45,online
T3-731,2025-08-22T17:47:51,S009,P0092,1,75.74,cash
T3-732,2025-08-22T18:06:30,S008,P0043,3,101.15,card
T3-733,2025-08-22T20:44:11,S007,P0156,5,147.13,card
T3-734,2025-08-22T16:41:07,S010,P0085,3,170.79,online
T3-735,2025-08-22T10:01:25,S010,P0014,5,171.62,card
T3-736,2025-08-22T13:12:16,S003,P0185,2,152.83,online
T3-737,2025-08-22T17:21:01,S005,P0058,3,53.95,card
T3-738,2025-08-22T15:30:35,S008,P0168,1,105.64,card
T3-739,2025-08-22T20:53:51,S002,P0163,3,29.09,cash
T3-740,2025-08-22T13:16:03,S008,P0036,4,10.03,online
T3-741,2025-08-22T18:54:00,S002,P0150,1,40.19,online
T3-742,2025-08-22T11:29:10,S004,P0104,4,60.31,card
T3-743,2025-08-22T18:26:14,S005,P0149,2,134.3,online
T3-744,2025-08-22T17:51:28,S003,P0094,4,99.12,cash
T3-745,2025-08-22T11:41:21,S001,P0172,3,77.92,online
T3-746,2025-08-22T18:43:07,S009,P0191,4,7.97,card
T3-747,2025-08-22T20:14:38,S002,P0068,1,75.31,cash
T3-748,2025-08-22T10:59:35,S006,P0111,2,47.43,cash
T3-749,2025-08-22T13:35:00,S008,P0111,3,73.69,card
T3-750,2025-08-22T20:39:50,S005,P0132,2,177.18,card
T3-751,2025-08-22T14:19:53,S005,P0072,3,88.43,cash
T3-752,2025-08-22T16:55:21,S006,P0072,4,26.84,online
T3-753,2025-08-22T20:45:34,S007,P0068,5,144.66,cash
T3-754,2025-08-22T11:10:38,S010,P0143,3,51.01,online
T3-755,2025-08-22T10:49:41,S005,P0196,3,95.41,cash
T3-756,2025-08-22T13:58:19,S009,P0067,5,124.62,online
T3-757,2025-08-22T10:25:17,S003,P0141,2,108.92,card
T3-758,2025-08-22T17:28:53,S006,P0118,5,170.15,cash
T3-759,2025-08-22T15:57:07,S001,P0118,1,10.17,card
T3-760,2025-08-22T14:11:18,S004,P0093,3,10.1,card
T3-761,2025-08-22T16:05:04,S001,P0022,2,14.48,card
T3-762,2025-08-22T18:52:38,S005,P0181,5,143.88,card
T3-763,2025-08-22T20:54:04,S008,P0138,2,95.46,online
T3-764,2025-08-22T13:07:57,S008,P0020,3,34.82,online
T3-765,2025-08-22T19:06:51,S002,P0182,5,198.76,online
T3-766,2025-08-22T09:45:17,S001,P0002,2,126.92,cash
T3-767,2025-08-22T18:12:08,S010,P0056,2,31.88,cash
T3-768,2025-08-22T20:56:28,S004,P0158,3,153.21,card
T3-769,2025-08-22T15:51:53,S005,P0093,4,187.21,card
T3-770,2025-08-22T14:43:05,S010,P0200,5,64.41,online
T3-771,2025-08-22T17:27:54,S007,P0171,5,87.47,card
T3-772,2025-08-22T11:57:52,S007,P0179,1,189.8,online
T3-773,2025-08-22T10:20:13,S008,P0128,3,162.95,cash
T3-774,2025-08-22T16:03:08,S008,P0074,5,27.87,online
T3-775,2025-08-22T18:33:09,S002,P0030,3,165.07,card
T3-776,2025-08-22T13:29:53,S006,P0123,3,42.68,cash
T3-777,2025-08-22T18:05:23,S005,P0114,4,190.55,online
T3-778,2025-08-22T10:13:18,S003,P0098,4,183.94,cash
T3-779,2025-08-22T13:46:48,S007,P0057,3,92.02,cash
T3-780,2025-08-22T12:34:57,S005,P0113,1,114.41,online
T3-781,2025-08-22T12:18:01,S006,P0180,4,47.91,cash
T3-782,2025-08-22T15:48:53,S008,P0065,5,8.09,online
T3-783,2025-08-22T19:49:22,S008,P0146,1,127.82,online
T3-784,2025-08-22T11:00:44,S005,P0114,5,40.71,online
T3-785,2025-08-22T12:35:06,S007,P0137,3,73.02,cash
T3-786,2025-08-22T13:03:43,S002,P0038,2,139.48,cash
T3-787,2025-08-22T19:38:42,S009,P0040,4,173.97,cash
T3-788,2025-08-22T18:45:47,S009,P0123,1,138.01,card
T3-789,2025-08-22T09:40:52,S007,P0141,4,32.53,card
T3-790,2025-08-22T10:23:55,S004,P0151,3,159.87,card
T3-791,2025-08-22T09:36:39,S008,P0102,1,100.31,cash
T3-792,2025-08-22T16:32:42,S002,P0041,4,102.66,cash
T3-793,2025-08-22T10:28:48,S007,P0068,4,134.95,online
T3-794,2025-08-22T09:07:24,S006,P0156,4,1.59,online
T3-795,2025-08-22T14:25:02,S008,P0034,5,166.79,online
T3-796,2025-08-22T13:49:29,S010,P0197,4,5.29,cash
T3-797,2025-08-22T11:31:38,S009,P0100,3,167.16,card
T3-798,2025-08-22T15:54:44,S003,P0129,5,73.17,card
T3-799,2025-08-22T12:08:29,S009,P0103,1,135.88,cash
T3-800,2025-08-22T11:07:35,S010,P0126,1,36.0,card
T3-801,2025-08-22T10:27:09,S007,P0183,4,186.28,cash
T3-802,2025-08-22T20:57:49,S007,P0143,5,114.97,cash
T3-803,2025-08-22T14:33:04,S009,P0016,4,66.19,card
T3-804,2025-08-22T17:10:40,S010,P0174,3,56.3,card
T3-805,2025-08-22T10:29:44,S001,P0190,4,143.82,cash
T3-806,2025-08-22T19:41:57,S004,P0196,5,181.38,card
T3-807,2025-08-22T16:51:55,S005,P0046,1,147.27,cash
T3-808,2025-08-22T10:11:00,S002,P0139,3,133.24,cash
T3-809,2025-08-22T18:47:57,S004,P0049,3,45.76,online
T3-810,2025-08-22T18:48:30,S002,P0181,2,28.06,cash
T3-811,2025-08-22T15:29:01,S008,P0134,3,99.37,cash
T3-812,2025-08-22T20:11:03,S001,P0017,4,72.22,cash
T3-813,2025-08-22T16:14:22,S001,P0027,2,20.91,cash
T3-814,2025-08-22T15:25:01,S004,P0198,2,16.45,online
T3-815,2025-08-22T09:00:06,S005,P0014,1,68.09,card
T3-816,2025-08-22T11:54:44,S008,P0126,4,43.05,cash
T3-817,2025-08-22T09:23:03,S010,P0130,3,63.53,card
T3-818,2025-08-22T13:56:29,S010,P0121,4,152.96,card
T3-819,2025-08-22T19:09:51,S002,P0170,4,138.22,online
T3-820,2025-08-22T09:25:35,S001,P0135,2,155.99,cash
T3-821,2025-08-22T10:16:10,S003,P0129,3,8.48,online
T3-822,2025-08-22T10:16:49,S008,P0134,1,60.43,card
T3-823,2025-08-22T14:26:06,S009,P0108,5,56.44,card
T3-824,2025-08-22T13:47:19,S004,P0102,1,56.83,cash
T3-825,2025-08-22T14:23:56,S005,P0185,2,110.38,card
T3-826,2025-08-22T13:18:26,S003,P0155,1,77.21,online
T3-827,2025-08-22T15:15:59,S008,P0059,3,11.38,card
T3-828,2025-08-22T18:44:30,S010,P0050,1,30.92,cash
T3-829,2025-08-22T18:30:32,S004,P0177,2,102.53,card
T3-830,2025-08-22T13:37:22,S003,P0037,1,93.67,card
T3-831,2025-08-22T09:47:48,S003,P0063,3,165.12,cash
T3-832,2025-08-22T13:53:06,S004,P0105,4,66.33,card
T3-833,2025-08-22T18:01:30,S004,P0128,5,173.17,card
T3-834,2025-08-22T12:30:36,S004,P0091,1,73.52,online
T3-835,2025-08-22T11:58:02,S006,P0112,2,62.32,cash
